Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Main Image,Second Image,Multi Images,Catégorie,Détails Prix,Détails de L'article,Informations Complémentaires,Prix de promotion,Prix hors promotion,Produit Similaires,Afficher,Video link Youtube seulement
Séjour « PERLA »,sejour-perla,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdfd519fdad42eb3d2c74e,FALSE,FALSE,Thu Feb 15 2024 12:02:25 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:05:13 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:05:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe47e8a73c227856e18295_perla%20beige%20(2).jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe47ee16d8a1d0a743d594_PERLA%20(3).jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60a7b8148ab5bc814805_PERLA%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60a849b8f1e3f86405f6_PERLA%20(3).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60a46a91bede678af2e8_PERLA%20(4).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60ad49b8f1e3f8640607_PERLA%20(5).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60a8528fb53ec148966a_PERLA%20(8).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60a749b8f1e3f86405e4_PERLA.png,salons-et-sejours,"* 9.2 Mètres linéaires en Total
* Tissue haute gamme
* Mousse HR",,,8880,11500,chambre-adulte-flora; sejour-dalida; sejour-minotti; sejour-napoli; salon-milano,TRUE,
PIANO,sejour-piano-tricota,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdfeff0f827efd74e2c86b,FALSE,FALSE,Thu Feb 15 2024 12:09:35 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:09:13 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:09:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60f7dc4a1296b91e1b61_PIANO%20_NO_LOGO%20(8).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6103c5a4de48499cc6bb_PIANO%20_NO_LOGO%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6103c5a4de48499cc6bb_PIANO%20_NO_LOGO%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61690dcddf69a2457e90_PIANO%20_NO_LOGO%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61696a91bede678af5a2_PIANO%20_NO_LOGO%20(3).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61645d3468f4c10b7dd9_PIANO%20_NO_LOGO%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d615ddc4a1296b91e1c34_PIANO%20_NO_LOGO%20(5).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d615d208a0e30f902745f_PIANO%20_NO_LOGO%20(6).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6162ef75d754b4cd58fe_PIANO%20_NO_LOGO%20(7).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d60f7dc4a1296b91e1b61_PIANO%20_NO_LOGO%20(8).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d615d0712f90ad4a5f145_PIANO%20_NO_LOGO%20(9).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d615f5d3468f4c10b7aa6_PIANO%20_NO_LOGO%20(10).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d615d0b05bf9612d6775c_PIANO%20_NO_LOGO%20(11).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6162dc4a1296b91e1c4b_PIANO%20_NO_LOGO%20(12).png,salons-et-sejours,"* Canapé 3 places : 260 cm
* Canapé 2 places : 230 cm
* Fauteuil
* Pieds Dynamiques en Inox
* Socle blenz.
* Mousse HR",,,7600,9500,chambre-adulte-mura; sejour-minotti; sejour-napoli; salon-armanda; salon-fiona,TRUE,
Séjour « PRADA »,sejour-prada,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdff8bba6263b9900a4dfe,FALSE,FALSE,Thu Feb 15 2024 12:11:55 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:11:04 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:11:04 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61e46a91bede678b0eea_Prada6.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61ef5d3468f4c10bafef_prada%20(5).jpg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d620e26f98b1b9e757b29_prada%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d620c5d3468f4c10bc6f4_prada%20(4).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61ef5d3468f4c10bafef_prada%20(5).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d62055d3468f4c10bc28f_PRADA.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d620c5d3468f4c10bc6f7_Prada3.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d61e46a91bede678b0eea_Prada6.png,salons-et-sejours,"* Taille : 300*200 cm
* Tissue haute gamme anti tâche.
* Mousse HR.",,,5600,7000,chambre-adulte-monaco; salon-armadio; salon-armanda; sejour-pablo; sejour-perla,FALSE,
Salon « ROYALE »,salon-royale,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cf3dd20bdeabbf297b3f52,FALSE,FALSE,Fri Feb 16 2024 10:49:54 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:13:47 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:13:47 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d624e0dcddf69a245f539_ROYALE%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe4087a1958537557b5da9_ROYALE%20(2).jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d624e0dcddf69a245f539_ROYALE%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d62b06a91bede678b23f2_ROYALE%20(3).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d62b00dcddf69a245feb4_ROYALE%20(4).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d62af0dcddf69a245fea3_ROYALE%20(5).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d62b06a91bede678b2404_ROYALE%20(6).jpg,salons-et-sejours,"* 2 canapés 3P et 2 places et un Fauteuil. * Bois massif sweed.
* Disponible en plusieurs couleurs.
* Mousse hyper Confortable HR.
* Tissus Haut de gamme importé et anti tâche.",,,6840,7600,salon-olivia; sejour-minotti; sejour-napoli; sejour-pablo; chambre-adulte-festina,FALSE,
Salon« TESLA »,salon-tesla,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cf40225eaccea891593c6e,FALSE,FALSE,Fri Feb 16 2024 10:59:46 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:20:50 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:20:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6347fb7e26e8eefea09a_TESLA%20(7).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d63c74e59ee2d8c07e9ed_TESLA%20(4).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6434b8148ab5bc82cf70_Design%20sans%20titre%20(16).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d642f4e59ee2d8c082251_TESLA%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d642eb8148ab5bc82cd31_TESLA%20(3).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d63c74e59ee2d8c07e9ed_TESLA%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6347fb7e26e8eefea09a_TESLA%20(7).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d643f0dcddf69a2467eff_TESLA%20beige%20Vert%20(5).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d64390dcddf69a2467bb4_TESLA.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d643f5d3468f4c10cbe8b_TESLA2.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d64390dcddf69a2467b7a_TESLA6.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d64395d3468f4c10cbd64_TESLA7.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6438c3765063e17cf1ab_TESLA8.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694a8d79891d6cad2662e90a_TESLA9.jpg.png,salons-et-sejours,"3 P : 230 L / P 1 M + 30 CM dossier inversé / Hauteur assise 45 CM.
2 P : 190 L / P 1 M + 30 CM dossier inversé / Hauteur assise 45 CM.
Fautreuil : assise largeur 55 CM , Hauteur Fauteur 105 CM ( dossier 60 et de la terre à l'assise 45 CM ).
Socle en blenz.
Mousse HR",,,6430,8000,salon-olivia; sejour-magic; sejour-mayorka; salon-lotus,TRUE,
Salon « VICTORIA »,salon-victoria,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cf41edb59910a003a551a3,FALSE,FALSE,Fri Feb 16 2024 11:07:25 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:27:21 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 16:27:21 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d65000dcddf69a246c552_Salon%20lotus-04.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d651d208a0e30f90437dd_VICTORIA%202%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d65000dcddf69a246c552_Salon%20lotus-04.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6589208a0e30f9046730_Salon%20lotus-05.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d65896a91bede678b31da_Salon%20lotus-07.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d658642d905b9ec1c3d8b_Salon%20lotus-08.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d6589b8148ab5bc8313c9_Salon%20lotus-09.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d658942d905b9ec1c3d9c_Salon%20lotus-10.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d65aafd55f2d7f64f04b9_VICTORIA%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d65a86a91bede678b338c_VICTORIA%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d651d208a0e30f90437dd_VICTORIA%202%20(1).png,salons-et-sejours,"* Canapé 3 places : 240*95 cm
* Canapé 2 places : 200*95 cm
* Fauteuil * Mousse HR
* Socle Blenz
* Tissus Haut gamme",,,7500,9400,salon-magic; salon-tesla; salon-lotus; chambre-a-coucher-toscana; salon-cavalli,FALSE,
Salle à manger « GEAOVANI »,salle-a-manger-geaovani,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d340dbce27c11e4d5a3c3d,FALSE,FALSE,Mon Feb 19 2024 11:51:55 GMT+0000 (Coordinated Universal Time),Wed Apr 09 2025 12:25:23 GMT+0000 (Coordinated Universal Time),Wed Apr 09 2025 12:25:23 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/65d34008d4ce8929e9fb9b9b_GEOVANI%20(3).jpg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/65d3400c1bb789bcf4a62c2c_GEOVANI%20(2).jpg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/65d3400c1bb789bcf4a62c2c_GEOVANI%20(2).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/65d3401146d5af8b2b68aaa4_GEOVANI%20(4).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/67f54ce12fd170e7f07ebabd_377292568_1121335955696630_4827083585822703113_n.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/67f54cfc010ac44fb49e7311_Frame%2024.png,sam,"- Table repas GEOVANI : 100,4 * 100,4 * 78 cm
- Chaise Giovani : 52 * 82,5 cm",,Ensemble table effet Bois Hêtre massif blanc dorée et 4 chaises en Bois Hêtre massif blanc dorée.,3125,3680,,FALSE,
Salle à manger « GOLD »,salle-a-manger-gold,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d342a03a2640dd1ecd9fc9,FALSE,FALSE,Mon Feb 19 2024 11:59:28 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:23:57 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:23:57 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916218351b39690673fdd09_GOLD%20(7).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162201500f31ca8af569ba_GOLD%20(1).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916218351b39690673fdd09_GOLD%20(7).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162223ba018417f69f52a7_GOLD%20(1).1.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916222b4b4cfcbc18da0c90_GOLD%20(1).2.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162201500f31ca8af569ba_GOLD%20(1).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691622245f2a039dfde95ad1_GOLD%20(2).1.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162224ad97a276b9e5a342_GOLD%20(2).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691622242338017203749818_GOLD%20(3).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691622297dff5288a415cf9b_GOLD%20(6).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162225ad97a276b9e5a37b_GOLD%20(8).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162228ba018417f69f531d_GOLD%20(9).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691622284bb2473043cf1787_GOLD%20(10).webp,sam,,"<p id="""">- Table disponible en claire et foncé : Blenz et Plateau plaquage freine massif</p><p id="""">- Table : Longeur 175 * Largeur 91,6 * Hauteur 78,5 cm</p><p id="""">- 6 Chaises 100% blenz.</p><p id="""">- Buffet : Socle et Pieds Blenz , Plaquage chéne Massif , intéieur stratifié</p><p id="""">- Buffet : Hauteur 91 cm / Largeur 1,85 m / Profondeur 46 cm.</p><p id="""">- Argentiére : Socle et Pieds Blenz , Plaquage chéne Massif , intéieur stratifié</p><p id="""">- Argentiére : Hauteur 1,99 m / Largeur 92 cm / Profondeur 43 cm.</p><p>‍</p>",Le prix est compis Table + 6 chaises seulement,3550,4180,salle-a-manger-geaovani; chambre-adulte-gold; salon-florence,FALSE,
Salle à manger « CATHERINE »,salle-a-manger-catherine,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d347776f1c941918015342,FALSE,FALSE,Mon Feb 19 2024 12:20:07 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:39:16 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:39:16 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625948fe36822558c2497_OREA%20Catherine%20(15).jpg.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916259d72d7d5b7e5d87e96_Orea%20Catherine.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/65d346f112f0dcfe42b3e95d_OREA%20Catherine%20(14).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c63b17dee1dcb3da9e_OREA%20(4).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c5b51f61a4174813a8_OREA%20(10).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c1b0cf2ecc894bad1e_OREA%20Catherine%20(1).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c18fe36822558c3261_OREA%20Catherine%20(12).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c190ef7d06e6a114c5_OREA%20Catherine%20(13).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625948fe36822558c2497_OREA%20Catherine%20(15).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625bdb0cf2ecc894bac6d_OREA%20Catherine%20(16).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625c0b0cf2ecc894bacba_OREA%20Catherine%20(17).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625bf72a4a3e167651b7b_OREA%20Catherine%20(18).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916259d72d7d5b7e5d87e96_Orea%20Catherine.webp,sam,"- Table 176 * 107 * 78 cm
- 6 Chaises
– Verre de table : non
– Bois : Socle et pieds Hétre / plateau fibre de bois
– Tissu Chaise : Velours ",,,3815,4490,,FALSE,
Salle à manger « PERLA »,salle-a-manger-perla,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d3480c8127a35067674a4a,FALSE,FALSE,Mon Feb 19 2024 12:22:36 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:20:01 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:20:01 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620f336063714bc962654_PERLA%20(3).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620fb2338017203744f3f_PERLA%20(2).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916210cbaa746b796eca4d4_PERLA%20(1).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620fb2338017203744f3f_PERLA%20(2).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620f336063714bc962654_PERLA%20(3).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916210c7e11a2eea16586d7_PERLA%20(4).webp,sam,,"<p>modele personnalisable </p><p id="""">- Table : 138Ø * 74,5 cm</p><p id="""">- 6 Chaises avec possibilité de fabrication en 8 places</p><p>‍</p>",,4845,5700,salle-a-manger-vanity; salle-a-manger-tuxedo; travertino; arcade,TRUE,
Salle à manger « INFINITY »,salle-a-manger-infinity,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d35030add6d579e6da81c9,FALSE,FALSE,Mon Feb 19 2024 12:57:20 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:41:38 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:41:38 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625f490ef7d06e6a11f65_472638702_522678054134193_2029415769305056846_n.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625fe72d7d5b7e5d89725_472252106_522677680800897_4667851140515232342_n.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625fe72d7d5b7e5d89725_472252106_522677680800897_4667851140515232342_n.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162610fec0bcca1cb15486_472296067_522678070800858_8951091411621238101_n.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691625f490ef7d06e6a11f65_472638702_522678054134193_2029415769305056846_n.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162610ba9071c9d73d12b8_472745542_525549383847060_127749495966505779_n.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162611139344b6b6d5f4b9_472819878_525549380513727_7499369852140023144_n.webp,sam,,"<p id="""">-bois massif hétre ( couleur de peinture et tisssus au choix )</p><p id="""">- Table avec 6 Chaises et verre en dessus ( possibilité de fabrication en 8 ou 10 places</p><p id="""">- Buffet largeur 180 CM , Hauteur 88 CM , profondeur 56 CM</p><p id="""">- Table 190cm/90cm</p><p id="""">‍</p>",,4420,5500,salle-a-manger-valentino; arcade; travertino; salle-a-manger-tuxedo; caprie; salle-a-manger-vanity,TRUE,
Salle à manger « MIRAGE »,salle-a-manger-mirage,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d351566254e6fd86701bda,FALSE,FALSE,Mon Feb 19 2024 13:02:14 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:35:23 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:35:23 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162462d153d578c5f55060_Mirage%20(2).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691624675f2a039dfdea2647_Mirage%20(4).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916247c1e41bbec70afa846_Mirage%20(1).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162462d153d578c5f55060_Mirage%20(2).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916247e71170ba289dc4c6b_Mirage%20(3).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691624675f2a039dfdea2647_Mirage%20(4).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916247c9aff029416c9c31e_Mirage%20(5).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916247c5f2a039dfdea2f6e_Mirage%20(6).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916247c71170ba289dc4af6_Mirage%20(7).webp,sam,,"<p id="""">-bois massif hétre ( couleur de peinture et tisssus au choix )</p><p id="""">- Table avec 6 Chaises et verre en dessus ( possibilité de fabrication en 8 ou 10 places</p><p id="""">- Buffet 190cm/58cm.</p><p id="""">- Table 190cm/90cm</p><p>‍</p>",,4050,4765,salle-a-manger-valentino; arcade; valeria; travertino; salle-a-manger-tuxedo; salle-a-manger-perla; caprie,TRUE,
Salle à manger « NUANCE »,salle-a-manger-nuance,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d3526105e32d9cf70cc426,FALSE,FALSE,Mon Feb 19 2024 13:06:41 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:17:55 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:17:55 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916203271170ba289da8fac_NUANCE%20(1).1.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916203c5f71cc0d7c4305d0_NUANCE%20(8).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916203271170ba289da8fac_NUANCE%20(1).1.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162067cabcbf8fb0166cfb_NUANCE%20(2).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162061500f31ca8af4f472_NUANCE%20(4).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916206451b39690673fbf61_NUANCE%20(5).1.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69162062ba018417f69ed9a5_NUANCE%20(5).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620644bb2473043ce80b9_NUANCE%20(7).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/6916203c5f71cc0d7c4305d0_NUANCE%20(8).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/691620641f9f79ef8a2ae222_NUANCE%20(10).webp,sam,,"<p id="""">- modele personnalisable </p><p id="""">- bois hetre</p><p id="""">- Table avec 6 Chaises avec possibilité de fabrication en 8places</p><p id="""">- Table : 190 / 94 cm</p><p id="""">‍</p>",,3300,3880,arcade; salle-a-manger-fierre; salle-a-manger-gold; salle-a-manger-valentino; caprie,FALSE,
Salle à manger « VALENTINO »,salle-a-manger-valentino,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65d3552ab39a5f4c2a0b90b5,FALSE,FALSE,Mon Feb 19 2024 13:18:34 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:07:21 GMT+0000 (Coordinated Universal Time),Thu Nov 13 2025 18:07:21 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161dcd7b7c5474151bd7cc_Valentino%20(5).jpg.webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161ddca00240b9437f3f5e_Valentino%20(9).webp,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df88fe36822558b457d_Valentino%20(3).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df8a00240b9437f4d9d_Valentino%20(3).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df433096a061c023e60_Valentino%20(4).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161dcd7b7c5474151bd7cc_Valentino%20(5).jpg.webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df7e86b832728c3e55f_Valentino%20(7).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df81302e962ba7c6b31_Valentino%20(8).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161ddca00240b9437f3f5e_Valentino%20(9).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df7ba018417f69e4d1a_Valentino%20(14).webp; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/69161df4cabcbf8fb015dcd1_Valentino%20(16).webp,sam,,"<p id="""">dimensions modifiables ,possibilité de fabrication en 8ou 10 places </p><p>couleur de bois et tissus au choix </p><p id="""">Buffet : 180 L / 55 P / 95 H</p><p id="""">Table 180/90</p><p id="""">chaise : assise 53 CM</p><p id="""">‍</p>",,4740,5900,salle-a-manger-tuxedo; caprie; arcade; salle-a-manger-gold,TRUE,
